,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
382,382,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following statements about AVL trees is NOT true?
",0.10482830434778333,0.18293279248273123,0.19471005894970117
383,383,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which one is used to represent the average complexity of an algorithm?
",0.20705471320889732,0.32267832491146686,0.33502134027062164
384,384,27,"for, follow, int, code, runtime, method, get, correctly, property, class","According to thethe following source code file StringRepeater.java:There are four statements about this code:(1). Theformula for the elementary operationsin this code is T(n)= 4+4n.(2). For big n, the complexity class of this code is O(n^2).(3).To measure the runtime of this code, we can test this code in 500 times or more, and average the running time to get a fairly precise runtime.(4).Changing the type of the input and output as StringBuffer, and change the loop code ""result.append(s)"" can reduce the runtime of the code.Which of the following statements are true?
",0.09425774661359596,0.16488291482029838,0.1758266771152986
385,385,38,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","Two or more pieces of code running simultaneously are known as what?
",0.03516004058995753,0.0664638496959853,0.08015574601341305
386,386,29,"hash, table, function, number, bucket, find, use, close, step, insert","Suppose you have the following hash table, implemented using linear probing, and that the hash function we are using is the function, h(x) = x mod 9.0 1 2 3 4 5 6 7 8 [hash ids]9 18 12 3 14 4 21 [elements entered]Which of the following are orders in which the elements could have been added to the table:(i) 9, 14, 4, 18, 12, 3, 21(ii) 12, 3, 14, 18, 4, 9, 21(iii) 12, 14, 3, 9, 4, 18, 21(iv) 9, 12, 14, 3, 4, 21, 18(v) 12, 9, 18, 3, 14, 21, 4 ?
",0.10873164502565205,0.1890025197384411,0.2038399782487922
387,387,59,"int, while, return, integer, problem, random, count, sum, birthday, test","An implementation of the selection sort algorithm takes 2 seconds to sort 10^5 random Integers. How long will the same algorithm likely take to sort 10^6 random integers?
",0.11482893797067355,0.19574764126079966,0.20463590900357984
388,388,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
",0.2078177841676659,0.3243398237183859,0.33664616496864974
389,389,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
",0.2078177841676659,0.3243398237183859,0.33664616496864974
390,390,38,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","Which one of these is one of Carey's rules of sorting
",0.04537301784992759,0.08478131440795224,0.09635774696690284
391,391,29,"hash, table, function, number, bucket, find, use, close, step, insert","How do you calculate the load factor for a Hash Table
",0.10780677087579511,0.18750185248447027,0.20233265282284907
392,392,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is in-order binary tree traversal?
",0.10559495823830951,0.18407422918484,0.19596605811217785
393,393,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Which of the following is not a property of the Upper Bound O(n)?
",0.0952146767293917,0.16630771392890845,0.1776730675773365
394,394,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","What is a stable sorting algorithm?
",0.20260973719359351,0.31672551258119125,0.3285304638188709
395,395,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","When are O(Big-Oh), ?(Big-Theta), and O(Big-Omega), meant to be used for estimating complexity/run times/instructions required?
",0.06913781497795482,0.12282080123915348,0.12400927117061715
396,396,27,"list, link, array, follow, middle, insert, faster, would, add, singly","For a heap in an array if the data for a non-root node is in array[i], where is its parent?
",0.09370422966421751,0.163978213028283,0.17514664448341283
397,397,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of the following is NOT true for an open hash table:
",0.10810764670248164,0.1879397725286127,0.2029199227560018
398,398,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Which of these is the definition of the lower bound?
",0.11240238096701198,0.1895836786811961,0.20286121893697173
399,399,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which are the following statements are true?
",0.203891169596107,0.3172274978887759,0.33688244620040386
400,400,29,"hash, table, function, number, bucket, find, use, close, step, insert","There is a closed hash table with 120 slots, the number of elements stored in this hash table currently is 90.What is the average number of steps needed to find an element?
",0.10941532576030673,0.1899425262050738,0.2048631982911359
401,401,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the worstcase complexity for the ""inTree"" method for a binary AVL tree with height of m layers?
",0.1060729519196406,0.18487343520858052,0.19674164254990217
402,402,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which sorting algorithm would result in the following steps while sorting [2,9,7,4] ?[2,9,7,4] ?[2,9,7,4][2,9,7,4] ?[2,9,4,7][2,9,4,7] ?[2,4,7,9]
",0.07485928298078809,0.13571343568389016,0.1426141224556843
403,403,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of these IS a valid AVL Tree?
",0.10573955688716306,0.18431197215597353,0.19618453114415735
404,404,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements about linear data structures is FALSE?
",0.21064696392807478,0.3261895003470124,0.3452106754798877
405,405,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","What is the adjacency matrix for this directed graph?
",0.08626444448627638,0.154759188406032,0.16856362227481064
406,406,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","What is the definition of a stable sorting algorithm?
",0.20586200893706305,0.321573555542259,0.3337461258830143
407,407,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Given that selection sort has a time complexity of O(n^2) for an unsorted set of data, what is the time complexity of selection sort for a sorted set of data?
",0.14222788282029358,0.23959695958845778,0.25352158383305884
408,408,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the worst case complexity of quick sort and in what scenario will this occur?
",0.21418270704917897,0.3271605500148091,0.33835567163840025
409,409,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is Quicksort's best case performance?
",0.2087903364591939,0.3206565700273985,0.3321835753277955
410,410,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the order for traversal of a binary tree with n elements?
",0.10644617926944276,0.18539568248133348,0.1972567224293755
411,411,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the wprst case run time complexity of merge sort?
",0.14404841632746265,0.24206199128826855,0.25602377552692984
412,412,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements are true?:
",0.218977465031178,0.33583034993829697,0.3546056563011371
413,413,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","""In this type of search, a sequential search checks each element of a list, one by one, until a match is found or the whole list has been searched""Describes which searching algorithm?
",0.10175000020889696,0.17799714112682644,0.1948630168586848
414,414,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Given n = 4, what is the final value of k in the below algorithm.int k = 0;for (int i=0; i<n; i++){ for (int j=n; j>0; j=j/2){ k++; }}
",0.09440474620378811,0.16533890939584694,0.17632619147368503
415,415,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of these would be an appropriate hashing algorithm for the following list of names:Harry, Morgana, Ron, Gandalf, Derren, Alastair, Merlin, Hermione, Mordred
",0.10847759373324255,0.18845825083666354,0.2031781634594081
416,416,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Given n = 5, what will be the final value of k in the algorithm below & what is it's run time complexity, which we'll call O?int k = 0;for (int i=0; i<n; i++){ for (int j=i; j<n; j++){ k = k++; }}
",0.14236997675951985,0.23967865054368595,0.25381303118503035
417,417,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is NOT the difference between a Graph and a Binary Tree?
",0.10688316954882583,0.18609765069160417,0.1979204489883032
418,418,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of the following answers describes the correct process of collision handling in a closed hash table with linear probing?
",0.10926955094995848,0.18975153594681649,0.20447005690968983
419,419,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of these is the correct definition of a stable sorting algorithm?
",0.2065383026972744,0.3226926849107416,0.33477444777713067
420,420,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is the complexity of the following code?int f( int n, int m) { int count = 0; for (int i = n; i > 0; i--) { for (int j = 0; j < m; j = j + 2) { count++; } } return count;}
",0.12629940723765537,0.21239250191974662,0.22194089939329859
421,421,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which sorting algorithm would have the following intermediate steps while sorting ?
",0.07487555788568594,0.1356097827979467,0.14252902338605322
422,422,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of these formulas will provide theload factor of a hash table?
",0.10872977902006795,0.1888719097443576,0.20357702910484785
423,423,25,"none, option, select, avoid, andcomplexity, formation, skew, technique, collision, design","What technique can avoid collision?
",0.0,0.0,0.0
424,424,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What are the two common types of graph traversal?
",0.11948360120005608,0.19576675786401623,0.20982435238880473
425,425,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","Which of these sorting algorithms has theworst space efficiency?
",0.19788131693011735,0.3051097774086728,0.31616371724241754
426,426,7,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","What are the complexity of linear search algorithm, binary search algorithm and merge sort algorithm respectively?
",0.07451466166351788,0.13660909397598112,0.14547561048981408
427,427,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is transitivity? In terms of time complexity.
",0.14144018078595055,0.23830846619194687,0.2525679615334549
428,428,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of these statements istrue? An adjacency matrix is...
",0.21199331569144347,0.32688187325008145,0.34453708957962825
429,429,14,"value, operation, perform, similar, expect, many, page, real, note, temp","In which order will mergesort perform the WORST?
",0.07838100027550773,0.1340289303117998,0.14091597955799506
430,430,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Depth First Search is equivalent to which of the traversal in the Binary Trees?
",0.10703033626231631,0.18637628508340123,0.1981537077905746
431,431,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is the average runtime complexity of an Array list's add operation? (if resize doubles array size)
",0.08847209416949064,0.15479584557579262,0.1651206333683852
432,432,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of the following is NOT an advantage of using open hash table over closed hash table.
",0.10933197317759723,0.18983324322816664,0.20458118901325015
433,433,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which binary search tree is correct in the figure?
",0.10721034661307034,0.18666612098765084,0.19849824180614756
434,434,40,"list, link, array, follow, middle, insert, faster, would, add, singly","What is the tree equivalent of a linked-list 'head' pointer?
",0.07875438486995338,0.14214949759000312,0.1565279962207522
435,435,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What operation has the lowest average runtime complexity in a singly linked list.
",0.08961320690742412,0.15660338364963092,0.1667551177807043
436,436,59,"int, while, return, integer, problem, random, count, sum, birthday, test","The following code is for an insertion sort. Select from the options below, the line of code which should replace Xpublic static void insertionSort(int[] array) { int[] a = array; int n = a.length; for (int i=1; i<n; ++i){ int key = a[i]; int j = i-1; while (j>=0 && a[j].compareTo(key) > 0){ a[j+1] = a[j]; j = j-1; } X }}
",0.12453459732255771,0.21048250654538883,0.2205663826243516
437,437,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which one correctly describes the complexity of the following code fragment?for (int i = 1; i < n; i = i * 2){ for(int j = n; j > 0; j--) { System.out.print(""hello world""); }}for (double i = n; i > 1; i = i / 2){ System.out.print(""goodbye world"");}
",0.1389626973011347,0.23446839815543247,0.24877065104533394
438,438,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","A post order traversal of the tree; [a] / \ [b] [c]
",0.10682784445843375,0.18607209643983397,0.1978507137506911
439,439,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which of the following statements about doubly-linked lists is true?
",0.0914026396520688,0.1592271170262168,0.16964718750188212
440,440,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which of the following are NOT advantages of using a Heap data-structure in Java?
",0.08350249815015481,0.1502756981571575,0.16324280917783934
441,441,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which of the following statements about array lists and arrays in java are false1.Array lists can be resized whereas arrays can't.2.Array lists can have gaps in the list whereas a standard array cannot.3. A linear search in an array list is slower than in an array (where both have the same elements).4. An array can be of a primitive data type whereas an array list can be of a primitive or non-primitive data type.5. Array lists are always single dimensional however arrays can also be multi-dimensional.
",0.09057305640661477,0.15810390396718066,0.1700933927365084
442,442,8,"int, while, return, integer, problem, random, count, sum, birthday, test","Why, in general, is Radix sort less popular than Quicksort for integer sorting?
",0.1884113507428034,0.29168221329538496,0.3021127400852467
443,443,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is the correct formula for the load factor of a hash table?
",0.11007485142071567,0.1909256172374501,0.2058268201199187
444,444,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms has the best/ quickest WORST CASE time complexity?
",0.20706800461884792,0.3235109377082103,0.33551593184583817
445,445,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is stable?
",0.19926687937004514,0.3120079063770899,0.3236718787632046
446,446,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements about basic trees is false?
",0.21941743814273496,0.33576629860830076,0.353089596722362
447,447,15,"difference, choice, set, programming, quickly, can, critical, powerful, safety, application","I am tasked with programming a sorting algorithm with large data-sets on a powerful computer. This is an important part of my company's time-critical, safety application. I'm told that completing the sorting very quickly- in all possible cases - is the biggest priority. What's the appropriate choice of algorithm?
",0.07692307692307693,0.14285714285714285,0.21597969886241553
448,448,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","In this question we'll consider the Abstract Data Type: Heaps.If the data for a node in a heap is stored in position i in an array, what positions will its children be stored in?
",0.2071392760793325,0.31813042681129133,0.3353031689738988
449,449,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","Sort the algorithm complexities from fastest to slowest when n = 100.1. 1502. 50n3. 5n^24. log(3000n)5. 6nlog(400n)
",0.04729563114913237,0.08739080224142864,0.09909451888108659
450,450,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the average runtime complexity of a binary tree search?
",0.10801831593425971,0.1869672727880749,0.20407739849159615
451,451,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Consider functions g(n) and f(n) with g(n) >0 and f(n) >0 for n>0.Which of the following is the correct definition for the exact bound?
",0.09443321161360747,0.165574500449258,0.1764385907635383
452,452,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statement is true?
",0.21323823785475185,0.32533027790781494,0.34250307854381035
453,453,29,"hash, table, function, number, bucket, find, use, close, step, insert","You plan to store data in a closed hash table with linear probing to the right. The hash function you are using is h(x) = x % 7, meaning there are 7 slots in your hash table; 0,1,2,3,4,5,6. Inserting the elements 22, 8, 5, 26, 4, 13, 9 in that order, what would be the end result?
",0.11047555272155303,0.1915172661549083,0.20646953845114432
454,454,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","Which of these algorithms have the fastest best case?(assume all elements are distinct)
",0.05306026142595714,0.09646870393431144,0.10719373459663535
455,455,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","What does Amortised mean?
",0.04745762526237169,0.08637144785594535,0.09595481385924183
456,456,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the best a comparison sort algorithm can perform in the average or worst case?
",0.18678737994813993,0.2905355284529941,0.3008376834052115
457,457,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Which of the following was advice given in a lecture?
",0.11526769161956017,0.19490695453076803,0.2082061917341699
458,458,38,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","Which type of tree transversal will first process the nodes in the left subtree, then the right subtree and finally the current node?
",0.0608053572586278,0.11092103764459771,0.12312429435117626
459,459,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Consider the following statements about lists and choose the statement that is FALSE.
",0.21034937982560847,0.3223831458062889,0.3392855572634297
460,460,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider an algorithm that takes 8s for n=50, 14s for n=100 and 20s for n=200. What asymptotic complexity does it likely have.
",0.13671897103175085,0.23101233821365297,0.24500013781918423
461,461,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","Becky has a set of names stored in a reverse alphabetical list {""Zach"", ""Tom"", ""Isaac"", ""Freya "",""Becky"", ""Anna"", ""Adam""}. Which search algorithm should she implement if searching for the word ""Zach""?
",0.10599366604756569,0.18409712271191284,0.2004852536223987
462,462,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of the following is the most efficient time complexity, for a large number of items?
",0.1381501546669514,0.23319014065348706,0.2470573208882357
463,463,29,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which of the three following data structures have the shortest average run time for finding an ith element.
",0.10990085525157714,0.19063112309902255,0.20546070949117579
464,464,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","You are going to add an array of numbers to an empty binary tree. It is worse in terms of search time if the input array is:
",0.10659349137080523,0.1857406396213357,0.19749990280183907
465,465,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the average search time for a binary search tree?
",0.11041477696929086,0.1904127732139446,0.20696910019574188
466,466,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of these functions is the upper bound function?
",0.10926274756273684,0.18959266502585637,0.20452776819680435
467,467,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements about hash tables are false?
",0.21436308962742767,0.32755282310729855,0.34414038392921414
468,468,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","___0 |10 |1 | 8 |2 | 11|3 | 7 |4 | 4 |5 | 9 |6 | 5 |Given the heap array above, what isleft Child of 11 (element at index 2) ?parent of 4 (element at index 4) ?last element in heap?
",0.11090027205821319,0.18849515015782436,0.20220967023892505
469,469,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Given an algorithm with a time complexity of the format a^(b*n) where a and b are constants, how long would it take to run the algorithm when n = 15?Use the information below to find a and b and hence answer the question. n time 3 3s 6 9s18 729s
",0.20623557460103184,0.32163287990593203,0.33410057364651463
470,470,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","You are given a list of names that is initially sorted in alphabetical order by their first names. However you now want to change it to be sorted by their last names, and if they are the same then order them by their first names as initially sorted. To achieve this in the quickest way in general, which of the sorting algorithms would be best to use?
",0.10742641960339912,0.1858818525982922,0.2029822232845387
471,471,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms are STABLE
",0.20839555574995952,0.3242446748222291,0.3367335537642527
472,472,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What are the definitions of the ""root"" of a tree, the ""child"" of a node and a ""leaf"" node?
",0.1065590331172392,0.18573447456955836,0.19743772960372424
473,473,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","Which array can use binary search to find a data?
",0.1045735433267019,0.181339265823141,0.19821705281085927
474,474,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is theCounting Elementary Operations T(n) of the following code?public int totalSum(int[ ] a) { int sum = 0; for (int i=0; i<a.length; i++) { sum=sum + a[i]; } return sum}(a.length = n)T(n)=? ops
",0.12589390520049332,0.21320372066434254,0.2232713242769851
475,475,52,"if, minindex, else, incorrect, forvalue, algorithmvoid, arraylength, side, ignore, never","The code below can be used to carry out which type of sorting algorithm?void algorithmName(int a[], int n){ for (int i = 0; i < n; i++) { int minIndex = i; for (int j = i+1; j < n; j++) { if (a[j] < a[minIndex]) minIndex = j; } swap(a, i, minIndex); }}
",0.2,0.3333333333333333,0.34020690871988585
476,476,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What is ?
",0.12637933772491253,0.20596170963839108,0.22076440335070924
477,477,58,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","Misha has an open Hashtable containing 4 buckets. He hashes a word by:Hashcode = Length of word + index in alphabet of the first letterFor example, ""animal"" = 6 + 1 = 7Or ""boat"" = 4 + 2 = 6The bucket is determined by hashcode % the number of buckets.E.g. ""animal"" would be placed in the bucket with index 3If Misha adds the words:""i"", ""play"", ""pokemon go"", ""everyday""What words are in each of the buckets in the hash table?
",0.09720649686406571,0.17642129107505505,0.19267330626641316
478,478,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","Which of these complexities is the fastest?
",0.05680556387570919,0.10167498827376938,0.11243902186383582
479,479,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","Which of these searches is the fastest (assuming the list it's searching is presorted and uniformly distributed)?
",0.10309544557218843,0.17928535029508771,0.1956446336310748
480,480,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","State from the following list of sorts, all the sorts which are stable.- Selection- Insertion- Bubble- Merge- Heap
",0.07488728449328313,0.13565786621804982,0.14245157459773203
481,481,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is the time complexity of the code below?:int 2bAlgo(int n) { Random random = new Random(); int total = 0; int[] b = new int[n]; for(int i = 0; i < n; i++) { b[i] = random.nextInt(n); } int j = 0; for(int i = 0; i < 200; i++) { j = n; while(j > 0) { total += j; j = j / 2; } } return total + b[j];}
",0.12714874903426615,0.21514654772741215,0.22656825719230905
482,482,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","When implementing radix sort, which of the following algorithms would be best to use?
",0.20553134990925256,0.3206988672971808,0.3329296472254322
483,483,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","When implementing radix sort, which of the following algorithms would be best to use?
",0.20553134990925256,0.3206988672971808,0.3329296472254322
484,484,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the time complexity of this function?public void func(int n){for (int i=1;i<n;i++) {System.out.println(n);}for (int k=1;k<n;k++) {System.out.println(n);}}
",0.09424248050427593,0.16542427740549226,0.17636258308291533
485,485,29,"hash, table, function, number, bucket, find, use, close, step, insert","If the load factor of a closed hash table is 0.7, which of the following is false?
",0.11022578830004569,0.19106780381037708,0.2060654016071648
486,486,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","What is this array after 2 iterations of Bubble Sort?[""John"",""Bill"",""Elon"",""Mark"",""Amy"",""Curtis""]
",0.07439870040945443,0.13481631139381658,0.1417039448250936
487,487,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following properties does this tree have?1) Binary2) Balanced3) Complete4) Maxheap
",0.10622895178089149,0.18524846270523104,0.1968488399333038
488,488,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following properties does this tree have?1) Binary2) Balanced3) Complete4) Maxheap
",0.10622895178089149,0.18524846270523104,0.1968488399333038
489,489,53,"need, company, for, real, system, large, tell, entry, priority, find","Imagine you're working at company that deals with stocks and your team's current project is develop a page on a website that lists companies on the stock market and allows you to monitor them in real time.A feature of this page is that you can sort the companies in a number of ways (e.g. growth in the last day, total net worth, etc.). As these details are changing in real time, the list will also needed to be re-sorted in real-time too.Your team leader has told you that:1. Consistent speed is the top priority. Every second counts in the stock market and any lag will result in complaints.2. The sort should be stable. It will cause confusion if companies with the same value were to swap seemingly randomly.3. Memory is not an issue. The company is prepared to give you as much space as you need for the sort as long as its effective.Which sort is the most appropriate for this situation?
",0.10160957184697182,0.18005514652267252,0.19821770049117265
490,490,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the time complexity for the code below? Answer with a lower case letter with no other characters.for (int x=0; x<n; x++){ for (int y=0; y<n; y++){ total = numberArrayOne[x] * numberArrayTwo[y]; }}
",0.09437560776492088,0.16582117361823015,0.17661282377303794
491,491,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Which of the following statements best describes an undirected graph?
",0.08667047279024617,0.15521440082608484,0.16907449921201892
492,492,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which statement(s) about heaps is false?
",0.20937731563509585,0.320823967739541,0.337042878440641
493,493,14,"value, operation, perform, similar, expect, many, page, real, note, temp","How many steps to find page 64 in a dictionary which has 100 pages start from page 1 using binary search?
",0.07293363305112911,0.12514076670918076,0.13141212438649907
494,494,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","Flann O'Brien is an outlaw. He was attempting to hide out at point A, but realised that life there is too boring. He would like to return to point I as quick as possible. However all boats are being searched in case he's on board. With the exception of north Scotland, since the authorities are English and the Scottish referendum only happened 4 years ago... and well they're little scared to go up there.Given that Flann (if that is even his real name) wants to return as quick as possible, which route should he take?
",0.11499390144842768,0.18787482774470773,0.20379038651225997
495,495,27,"for, follow, int, code, runtime, method, get, correctly, property, class","State the complexity of the following algorithm:for(int i = 0; i < n; i++){ ListNode node = head; for (int j = 0; j < i - 1; j++){ node = node.next; } if(j > 3){ for(int k = 0; k < j; k++){ node.element += k; if(node.element >= 23){ break; } } }}node.next = new ListNode(o, node.next);
",0.09513355072506882,0.16699973218116532,0.17784629363854457
496,496,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is Stable?
",0.20832170001530104,0.3239852171838496,0.3362549920384419
497,497,58,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","In a Skiplist where p = 1/2 (i.e the probability that the node has 1 lane is 1/2 and the probability that the node has 2 lanes is 1/4 etc...) which has 1024 nodes. How many nodes should we expect to see that have exactly 6 lanes?
",0.10180511658202633,0.1839976383303526,0.19885010632281847
498,498,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following show the structure of an AVL tree?
",0.10665364228223236,0.18588874081049409,0.19752643240706605
499,499,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What are the characteristics of a Binary Tree?
",0.10673726412898912,0.18603417670328953,0.19774123183476439
500,500,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Considering an implementation of a linked list with a head pointer and no tail pointer, which two of the following operations have a complexity of O(1) time?1. Insertion at the end of the list2. Insertion at the front of the list3. Deletion of the last node in the list4. Deletion of the First node in the list
",0.09066020607131993,0.1583925357993108,0.17108180245334412
501,501,29,"hash, table, function, number, bucket, find, use, close, step, insert","Using a standard closed hash table with linear probing which has slots 0, ... ,7 and hash function h(x) = x % 8. What is the output of the hash table when the following numbers are inserted 14, 9, 26, 31, 2, 7, 11, 19?
",0.11072333918275602,0.19186616397692266,0.20687152514714144
502,502,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the two binary trees, what is the combined sum of node values of both diameters?
",0.10675946144325035,0.1861135366812287,0.1977683998459959
503,503,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What value does the following code for a binary search tree print?public void getElement(Tree root) { while(root.right() != null) { root = root.right(); } System.out.println(root.data());}
",0.09466044919651599,0.16638204694571113,0.1770955305769891
504,504,17,"insertion, already, term, label, counter, may, many, suitable, situation, use","When does a Insertion sort have (n)?
",0.0326920541660625,0.0620006813168904,0.09451326134464089
505,505,53,"need, company, for, real, system, large, tell, entry, priority, find","Old MacDonald has a farm (eieio), but his farm has been bought by McDonald's for his plump, juicy chickens.Old MacDonald now works for McDonald's under a contract where, at the end of every week, he has to send them his plumpest chicken. Furthermore, if Old MacDonald still has more than 63 chickens in his farm, he must keep sending the next plumpest chicken until he has 63.To perform his job more efficiently, McDonald's promoted ""Old MacDonald"" to ""New MacDonald"" by giving him a fancy new computer, and have told him to create a data structure to assist him in consistently finding the plumpest chicken.New MacDonald is however still very inexperienced with data structures and needs some advice. He was told by McDonald's that his data structure should have the following qualities:- Removing the plumpest chicken from the list should be easy and repeatable and is of the highest priority.- Updating the weight of existing chickens and reordering the structure accordingly should be possible.- Adding newborn chickens should be possible but isn't a priority (Most eggs are used for breakfast McMuffins anyway).Which data structure should New MacDonald use?
",0.10164335043985806,0.18022250362253076,0.19766588009942013
