,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
344,344,35.0,0.17180000245571136,"int, if, for, while, return, follow, code, mean, sum, new","['runtime', 'for', 'follow', 'codefor', 'int', 'data', 'structure', 'for', 'for', 'int', 'algorithm']","What is the runtime for the following code?for (int i = 1; i < n; i=i*2){ System.out.println(""Data Structures "");}for (int j = 1; j < n; j++){ for int k = 1; k < 5; k++){ System.out.println(""and Algorithms""); }}
"
654,654,35.0,0.2160000056028366,"int, if, for, while, return, follow, code, mean, sum, new","['term', 'total', 'number', 'elementary_operation', 'for', 'line', 'check', 'belowpublic', 'int', 'complexity', 'int', 'result', 'for', 'int', 'for', 'int', 'result', 'return', 'result']","In terms of n, what is the total number of elementary operations for the line checking that j<i in the code below?public int complexity(int n){int result = 0;for(int i=0; i<n; i++) { for(int j=0; j<i; j++) { result = j; }}return result;}
"
1443,1443,35.0,0.30880001187324524,"int, if, for, while, return, follow, code, mean, sum, new","['follow', 'codefor', 'int', 'for', 'if', 'for', 'int', 'even']","What is the runtime of the following code?for (int i=0; i < N; ++i) { for (int j=0; j < M/2; j=j*2) { System.out.println(j); if (i%2 == 0) { for (int k=0; k < 2*N; ++k) { System.out.println(i + "" is even""); } } }}
"
664,664,35.0,0.3021000027656555,"int, if, for, while, return, follow, code, mean, sum, new","['use', 'carry', 'type', 'sort', 'algorithmvoid', 'for', 'int', 'int', 'minindex', 'for', 'if', 'minindex']","The code below can be used to carry out which type of sorting algorithm?void algorithmName(int a[], int n){ for (int i = 0; i < n; i++) { int minIndex = i; for (int j = i+1; j < n; j++) { if (a[j] < a[minIndex]) minIndex = j; } swap(a, i, minIndex); }}
"
663,663,35.0,0.4032000005245209,"int, if, for, while, return, follow, code, mean, sum, new","['thecounte', 'elementary_operation', 'follow', 'codepublic', 'sum', 'for', 'int', 'alength', 'sum', 'sum', 'return', 'sum', 'alength', 'op']","What is theCounting Elementary Operations T(n) of the following code?public int totalSum(int[ ] a) { int sum = 0; for (int i=0; i<a.length; i++) { sum=sum + a[i]; } return sum}(a.length = n)T(n)=? ops
"
1473,1473,35.0,0.33570000529289246,"int, if, for, while, return, follow, code, mean, sum, new","['code', 'void', 'int', 'int', 'for', 'for', 'if', 'for', 'int', 'true', 'else', 'false']","What is the Big-Theta of this code:void myProgram (int a, int b, int c){ for(int i=0; i<a*a; i++){ for(int j=0; j<b; j++){ if(j==b/2){ for(int k=0; k<c; k++){ System.out.println(""TRUE""); } } else { System.out.println(""FALSE""); } } }}
"
814,814,35.0,0.065700002014637,"int, if, for, while, return, follow, code, mean, sum, new",['if'],"If g(n) = O(f1(n)) & h(n) = O(f2(n)) then g(n) + h(n) =O(f1(n)) + O(f2(n))
"
1770,1770,35.0,0.30469998717308044,"int, if, for, while, return, follow, code, mean, sum, new","['state', 'follow', 'for', 'node', 'head', 'for', 'node', 'nodenext', 'if', 'for', 'int', 'nodeelement', 'if', 'nodeelement', 'break', 'nodenext', 'new']","State the complexity of the following algorithm:for(int i = 0; i < n; i++){ ListNode node = head; for (int j = 0; j < i - 1; j++){ node = node.next; } if(j > 3){ for(int k = 0; k < j; k++){ node.element += k; if(node.element >= 23){ break; } } }}node.next = new ListNode(o, node.next);
"
1194,1194,35.0,0.20630000531673431,"int, if, for, while, return, follow, code, mean, sum, new","['runtime', 'for', 'section', 'codefor', 'int', 'for', 'pickle']","What is the runtime for this section of code?for(int i=1; i<n; i*=2) for(int j=0; j<10; j++) System.out.println(""any pickles?"");
"
1439,1439,35.0,0.3944999873638153,"int, if, for, while, return, follow, code, mean, sum, new","['follow', 'algorithm', 'low', 'complexity', 'class', 'for', 'int', 'int', 'while', 'sum', 'void', 'foo', 'sum', 'for', 'sum', 'for', 'sum', 'while']","Which of the following algorithms has the lowest complexity class
"
1578,1578,36.0,0.3529999852180481,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'good', 'case', 'time', 'complexity', 'for', 'element', 'time', 'complexity', 'tree', 'traversal', 'method', 'for', 'tree', 'node', 'quick', 'sort', 'merge', 'sort', 'selection', 'sort', 'insertion', 'sort']","Which of the following sorting algorithms has its best case time complexity (for n elements), to be the same as the time complexity of tree traversal methods (for a tree of n nodes)?
"
1579,1579,36.0,0.3531000018119812,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'good', 'case', 'time', 'complexity', 'for', 'element', 'time', 'complexity', 'tree', 'traversal', 'method', 'for', 'tree', 'node', 'quick', 'sort', 'merge', 'sort', 'selection', 'sort', 'insertion', 'sort']","Which of the following sorting algorithms has its best case time complexity (for n elements), to be the same as the time complexity of tree traversal methods (for a tree of n nodes)?
"
552,552,36.0,0.2029000073671341,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
1129,1129,36.0,0.06679999828338623,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection",['sort'],"What isDijkstra's algorithm?
"
1869,1869,36.0,0.5194000005722046,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'true', 'selection', 'sort', 'insertion', 'sort', 'stable', 'merge', 'sort', 'sort', 'stable', 'unstable', 'respectively', 'sort', 'quick', 'sort', 'bubble', 'sort', 'unstable', 'unstable', 'stable', 'respectively', 'none']","Which of the following statements are true?
"
1871,1871,36.0,0.15489999949932098,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['many', 'iteration', 'take', 'sort', 'follow', 'array', 'ascend', 'order', 'use', 'selection', 'sort', 'none']","How many iterations will it take to sort the following array into ascending order using a selection sort?2,5,1,3,4,6
"
554,554,36.0,0.14030000567436218,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'stable', 'sorting', 'method']","Which of the following is a stable sorting method?
"
1868,1868,36.0,0.28040000796318054,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'false', 'divide', 'conquer', 'sort', 'algorithm', 'work', 'recursively', 'via', 'divide', 'element', 'sort', 'equal', 'size', 'sort', 'small', 'group', 'element', 'combine', 'group', 'large', 'sorted', 'list', 'unstable', 'sorting', 'order', 'item', 'without', 'take', 'account', 'initial_ordere', 'insertion', 'sort', 'useful', 'for', 'small', 'already', 'sort', 'dataset', 'selection', 'sort', 'astable', 'merge', 'work', 'equally', 'regardless', 'order', 'datum']","Which of the following statements is false?
"
555,555,36.0,0.06360000371932983,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['carey_rule', 'sort']","Which one of these is one of Carey's rules of sorting
"
1545,1545,36.0,0.28929999470710754,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'false', 'statement', 'for', 'base', 'sort', 'last', 'step', 'always', 'bubble', 'sort', 'bad', 'case', 'bad', 'gap', 'sequence', 'complexity', 'shell', 'stable']","Which of the following is a False statement for Shell Sort?
"
553,553,36.0,0.2029000073671341,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
1887,1887,36.0,0.29989999532699585,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'value', 'equivalent', 'sort', 'insertion', 'sort', 'selection', 'sort', 'bubble']","An h-sort with an h-value of 1 is equivalent to what other sorting algorithm?
"
1475,1475,36.0,0.12600000202655792,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['iteration', 'selection', 'sort', 'follow', 'list']","After two iterations of Selection Sort, what does the following list look like:3 5 2 1 6 4
"
528,528,36.0,0.2045000046491623,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'use', 'sort', 'part', 'alogorithm']","Which of the following sorting algorithms, uses h-sorting as part of its alogorithm?
"
534,534,36.0,0.155799999833107,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['run', 'sort', 'shellsorting', 'follow', 'sort', 'sort', 'follow', 'array', 'give', 'follow', 'array']","Running a 7-sort (Shellsorting) followed by a 4-sort and then a 2-sort on the following array [10,5,7,11,15,3,4,9] will give which of the following arrays.
"
1565,1565,36.0,0.243599995970726,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'run', 'time', 'complexity', 'selection', 'sort']","What is the worst case run time complexity of selection sort?
"
535,535,36.0,0.17679999768733978,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['quick', 'sort', 'ascend', 'nlogn', 'complexity']","When is quick sort (ascending) not of O(nlogn) complexity?
"
233,233,36.0,0.15309999883174896,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'unstable']","Which of these sorting algorithms is unstable?
"
1128,1128,36.0,0.06679999828338623,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection",['sort'],"What isDijkstra's algorithm?
"
626,626,36.0,0.18690000474452972,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable']","Which of the following sorting algorithms is stable?
"
526,526,36.0,0.21320000290870667,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'comparison', 'sort', 'algorithm']","Which one of the following sorting algorithms, is a non-comparison sorting algorithm?
"
1559,1559,36.0,0.14569999277591705,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['place', 'follow', 'algorithm', 'order', 'least', 'efficient', 'deal', 'around', 'item', 'bubble', 'sortb', 'quick', 'sortc', 'bucket', 'case', 'complexitie']","Place the following algorithms in order of most to least efficient when dealing with around 10,000 items:A: Bubble sortB: Quick sortC: Bucket sortConsider the average case complexities.
"
201,201,36.0,0.26989999413490295,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'fastest', 'good', 'case', 'time', 'complexity']","Which of the following sorting algorithms has the fastest best case time complexity?
"
1570,1570,36.0,0.14030000567436218,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'scenario', 'big', 'insertion']","In the worst case scenario, what is the big-o of insertion sort?
"
1930,1930,36.0,0.20180000364780426,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['make', 'sort', 'stable', 'ensure', 'sort', 'order', 'small', 'large', 'algorithm', 'sort', 'complexity', 'algorithm', 'maintain', 'order', 'item', 'originally', 'enter', 'keep', 'entered', 'order', 'item', 'equal', 'value', 'algorithm', 'use', 'number', 'iteration', 'for', 'sort']","What makes a sorting algorithm 'stable'?
"
229,229,36.0,0.08940000087022781,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'link', 'list', 'sort', 'alphabetical', 'order', 'for', 'first', 'letter', 'say', 'sort']","The following is a linked list:AvocadoCorianderTomatoLimeChiliit is sorted into alphabetical order for the first letter :AvocadoCorianderChiliLimeTomatoWhat can be said about the sorting algorithm?
"
204,204,36.0,0.07959999889135361,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['number', 'swap', 'need', 'swap', 'list', 'number', 'ascend', 'order', 'use', 'bubble', 'sort']","What is the number of swaps needed to swap this list of numbers:8, 22, 7, 9, 31, 5, 13 in ascending order using bubble sort?
"
544,544,36.0,0.15320000052452087,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'stable']","Which sorting algorithms are stable?
"
1569,1569,36.0,0.3319000005722046,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'true', 'if', 'array', 'recently', 'sort', 'insertion', 'faster', 'merge', 'sort', 'selection', 'sort', 'stable', 'sort', 'algorithm', 'if', 'array', 'already', 'sort', 'pivot', 'choose', 'first', 'element', 'array', 'sort', 'case', 'runtime', 'selection', 'sort']","Which of the following statement is not true?
"
231,231,36.0,0.13120000064373016,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sequentially', 'sort', 'for', 'decrease', 'value', 'final', 'sort', 'always', 'use', 'value', 'could', 'sorted', 'for', 'value', 'sort']","In shellsort, an array is sequentially h-sorted for decreasing values of h, with the final sort always using an h value of 1 (eg an array could be sorted for h values of 8,4,2,1).What sorting algorithm does shellsort use when h = 1?
"
1501,1501,36.0,0.3095000088214874,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'case', 'complexity', 'selection', 'sort', 'none']","What is the best, average and worst case complexity of selection sort?
"
1893,1893,36.0,0.22030000388622284,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'time', 'complexity', 'insertion']","What is the worst case time complexity of insertion sort?
"
1521,1521,36.0,0.09380000084638596,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['choose', 'correct', 'step', 'insertion', 'sort', 'array']","Choose the correct steps of insertion sorting on the array below: 7 6 2 5 1
"
1520,1520,36.0,0.09380000084638596,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['choose', 'correct', 'step', 'insertion', 'sort', 'array']","Choose the correct steps of insertion sorting on the array below: 7 6 2 5 1
"
582,582,36.0,0.15320000052452087,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort', 'algorithm']","What is the definition of a stable sorting algorithm?
"
889,889,36.0,0.2215999960899353,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'always', 'stable']","Which of the following sorting algorithms is always stable?
"
1517,1517,36.0,0.5896000266075134,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['case', 'follow', 'sort', 'algorithm', 'stable', 'shell', 'sort', 'insertion', 'sort', 'bubble', 'sort', 'merge', 'sort', 'quick', 'sort', 'shell', 'sort', 'quick', 'sort', 'insertion', 'sort', 'selection', 'sort', 'insertion', 'sort', 'bubble']","In which case are all of the following sorting algorithms stable?
"
1916,1916,36.0,0.17949999868869781,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'true', 'falsequicksort', 'always', 'fast', 'insertion', 'sort', 'true', 'false', 'planation', 'if', 'array', 'sort', 'ascend', 'order', 'selection', 'sort', 'require', 'comparison', 'quicksort', 'require', 'comparison', 'sort']","Is the following statement TRUE or FALSE?Quicksort is always faster than insertion sort.
"
1056,1056,36.0,0.18690000474452972,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable']","Which of the following sorting algorithms is stable?
"
587,587,36.0,0.2069000005722046,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'complexity', 'quick', 'sort', 'scenario', 'occur']","What is the worst case complexity of quick sort and in what scenario will this occur?
"
1125,1125,36.0,0.4966000020503998,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'equivalent', 'best', 'bad', 'average', 'time', 'unstable', 'for', 'example', 'selection', 'sort', 'best', 'bad', 'average', 'time', 'complexity', 'also', 'stable', 'thus', 'would', 'correct', 'answer', 'if', 'quick', 'sort', 'merge', 'sort', 'bubble', 'sort', 'insertion', 'sort', 'none']","Of the following sorting algorithms, which one has equivalent Best, Worst and Average time complexitiesandis not unstable?(For example, Selection Sort has a Best, Worst and Average time complexity of n^2. It is also stable, and thus would be a correct answer if it were there.)
"
1908,1908,36.0,0.0997999981045723,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['type', 'sort', 'none']","Which type(s) of sorting use recursion?i. Mergesort.ii. Quicksort.iii. Heapsort.
"
1914,1914,36.0,0.11190000176429749,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['input', 'would', 'make', 'sort', 'quick', 'sort', 'number', 'must', 'order', 'smallest', 'large']","Out of the input arrays below, which one would make the sorting algorithm, Quick Sort, most efficient.The numbers must be ordered from smallest to largest.
"
589,589,36.0,0.21150000393390656,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['case', 'run', 'time', 'complexity', 'merge', 'sort']","What is the wprst case run time complexity of merge sort?
"
2131,2131,36.0,0.47029998898506165,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort', 'sort', 'space', 'complexity', 'strong', 'sort', 'quick', 'sort', 'take', 'account', 'initial_ordere', 'sorting', 'algorithm', 'often', 'use', 'horse', 'sort', 'average', 'time', 'complexity', 'log']","What is a stable sort?
"
220,220,36.0,0.09529999643564224,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['consider', 'list', 'if', 'begin', 'sort', 'list', 'order', 'low', 'high', 'value', 'use', 'selection', 'sort', 'order', 'element', 'first', 'swap']","Consider the list [420, 69, 80085, 21, 666, 1337].If you begin to sort the list so that it will be ordered from lowest to highest value using selection sort, what order will the elements be in after the first two swaps?
"
1059,1059,36.0,0.28119999170303345,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'bad', 'case', 'time', 'complexity']","Which of the following sorting algorithms does not have a worst case time complexity of O(n2)?
"
594,594,36.0,0.13019999861717224,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['different', 'algorithm', 'accomplish', 'give', 'task', 'algorithm', 'run', 'run', 'time', 'maximum', 'value', 'algorithm', 'time', 'use']","You have two different algorithms to accomplish a given task. One algorithm runs in time 2nand another runs in 500 time. The maximum value of n in the algorithm is 10. What run time should be used?
"
964,964,36.0,0.06669999659061432,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection",['stable'],"Which of these are stable?
"
891,891,36.0,0.13930000364780426,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'bad', 'complexity']","Which of the following is the worst complexity?
"
1511,1511,36.0,0.35929998755455017,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'algorithm', 'stable', 'merge', 'selection', 'sort', 'shell', 'sort', 'quick', 'sort']","Which of the following algorithms is stable?
"
1132,1132,36.0,0.3061999976634979,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['utilise', 'implementation', 'merge', 'insertion', 'sort', 'insertion', 'sort', 'bubble', 'sort', 'quicksort', 'bitonic', 'sort', 'none']","What other 2 algorithms does Hybrid sort ( timsort ) utilise in its implementation?
"
1525,1525,36.0,0.0835999995470047,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['experimental', 'time', 'complexity', 'shell']","What is the experimental time complexity of shell sort?
"
1140,1140,36.0,0.09700000286102295,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'input', 'make', 'insertion', 'sort', 'descend', 'order', 'perform', 'large', 'number', 'operation']","Which of the following input arrays makes insertion sort in descending order perform the largest number of operations?
"
207,207,36.0,0.15320000052452087,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'stable']","Which of these sorting algorithms is stable
"
556,556,36.0,0.06360000371932983,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['carey_rule', 'sort']","Which one of these is one of Carey's rules of sorting
"
208,208,36.0,0.18279999494552612,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'unstable', 'element', 'value', 'remain', 'order', 'sort']","Which one of the following sorting algorithms is unstable(elements with same value will remain in the same order after sort)?
"
1923,1923,36.0,0.2985999882221222,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'stable', 'quicksort', 'selection', 'sort', 'insertion', 'sort', 'none']","Which of the following sorts are stable?
"
1541,1541,36.0,0.2167000025510788,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['average', 'case', 'time', 'complexity', 'insertion']","What is the average case time complexity of insertion sort?
"
224,224,36.0,0.14560000598430634,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['imagine', 'scenario', 'need', 'sort', 'structure', 'contain', 'information', 'sort', 'would', 'best', 'case']","Imagine a scenario where we need to sort 10,000 structures containing some information. Which sorting algorithm would be the best in this case?
"
1539,1539,36.0,0.24860000610351562,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'time', 'complexity', 'for', 'sort', 'sorted', 'list', 'use', 'selection', 'sort', 'log', 'log']","What is the best time complexity for sorting a sorted list using selection sort?
"
1053,1053,36.0,0.11209999769926071,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort']","What is a stable sort?
"
1131,1131,36.0,0.1429000049829483,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'run', 'time']","What is the worst case run time of insertion sort?
"
222,222,36.0,0.10679999738931656,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['consider', 'stable', 'algorithm']","What algorithm is considered a ""stable"" algorithm?
"
616,616,36.0,0.21690000593662262,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'bad', 'average', 'time', 'complexity']","Which sorting algorithm has the worst average time complexity (?)
"
1533,1533,36.0,0.3499999940395355,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'case', 'for', 'bubble', 'sort', 'best', 'average', 'worst', 'good', 'average', 'worst', 'good', 'average', 'worst', 'good', 'average', 'bad']","What is the best, average and worst case for a bubble sort?
"
1489,1489,36.0,0.26420000195503235,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'method', 'good', 'average', 'case', 'for', 'great', 'follow', 'option', 'selection', 'sort', 'merge']","Which sorting method has a best average case for n=2 (and all n greater than 2) out of the following options?
"
1490,1490,36.0,0.25850000977516174,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'average', 'bad', 'case', 'complexity', 'for', 'insertion', 'sort']","What is the best, average and worst case complexity for insertion sort?
"
571,571,36.0,0.11190000176429749,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'unstable']","Which of these sorts is unstable?
"
1901,1901,36.0,0.37940001487731934,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'average', 'time', 'complexity', 'log', 'sort', 'selection', 'sort', 'bubble', 'sort', 'none']","Which of these sorts has the average time complexity of T(n log(n))
"
1902,1902,36.0,0.37940001487731934,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'average', 'time', 'complexity', 'log', 'sort', 'selection', 'sort', 'bubble', 'sort', 'none']","Which of these sorts has the average time complexity of T(n log(n))
"
966,966,36.0,0.18080000579357147,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['quicksort', 'stable', 'bad', 'case', 'complexity']","Is quicksort stable? What is its worst case complexity?
"
1491,1491,36.0,0.21580000221729279,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['type', 'sort', 'stable', 'sort', 'quick', 'sort']","Which out of these types of sorts is stable?
"
1479,1479,36.0,0.4002000093460083,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable', 'average', 'time', 'complexity', 'nlog', 'selection', 'insertion', 'merge', 'bubble']","Which of the following sorting algorithm is stable and has average time complexity of nlog(n)
"
581,581,36.0,0.15320000052452087,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort', 'algorithm']","What is the definition of a stable sorting algorithm?
"
1612,1612,36.0,0.155799999833107,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['run', 'sort', 'shellsorting', 'follow', 'sort', 'sort', 'follow', 'array', 'give', 'follow', 'array']","Running a 7-sort (Shellsorting) followed by a 4-sort and then a 2-sort on the following array [10,5,7,11,15,3,4,9] will give which of the following arrays.
"
908,908,36.0,0.1387999951839447,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['average', 'case', 'run', 'time']","What is the average case run-time of heap sort?
"
1704,1704,36.0,0.3472999930381775,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable', 'selection', 'sort', 'sort', 'sort', 'quick', 'heap', 'sort']","Which of the following sorting algorithms is stable?
"
1703,1703,36.0,0.5127000212669373,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'best', 'quick', 'bad', 'case', 'time', 'complexity', 'quick', 'sort', 'bubble', 'sort', 'insertion', 'sort', 'merge', 'sort', 'selection', 'sort']","Which of the following sorting algorithms has the best/ quickest WORST CASE time complexity?
"
397,397,36.0,0.12600000202655792,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['iteration', 'selection', 'sort', 'follow', 'list']","After two iterations of Selection Sort, what does the following list look like:3 5 2 1 6 4
"
292,292,36.0,0.2721000015735626,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'oft', 'nlog', 'space']","Which of the following sorting algorithms has an average time complexity ofT(n)=nlog(n) and space complexityT(n)=n?
"
1694,1694,36.0,0.29829999804496765,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'bad', 'average', 'time', 'complexity', 'bubble', 'sort', 'mergesort', 'complexity']","Which sorting algorithm has the worst average time complexity (?)
"
3,3,36.0,0.16259999573230743,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'quick', 'for', 'almost', 'sorted', 'array']","Which one of the following sorting algorithms is the quickest for an almost sorted array?
"
1814,1814,36.0,0.5443999767303467,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['look', 'time', 'complexity', 'perform', 'quick', 'sort', 'best', 'bad', 'case', 'good', 'case', 'bad', 'case', 'good', 'case', 'bad', 'case', 'good', 'case', 'log', 'bad', 'case', 'good', 'case', 'bad', 'case']","When looking at the time complexity of performing a quick sort, what is the best and worst case?
"
401,401,36.0,0.30820000171661377,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'stable', 'average', 'time', 'complexity', 'nlog']","Which of the following sorting algorithm is stable and has average time complexity of nlog(n)
"
1689,1689,36.0,0.3140000104904175,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['statement', 'false', 'average', 'time', 'complexity', 'for', 'search', 'array', 'link', 'list', 'bubble', 'sort', 'faster', 'good', 'case', 'merge', 'insertion', 'sort', 'stable', 'sort', 'algorithm', 'average', 'case', 'time', 'complexity', 'for', 'search', 'avl', 'tree']","Which statement is false?
"
1107,1107,36.0,0.4440999925136566,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['look', 'complexity', 'bubble', 'sort', 'best', 'bad', 'case', 'good', 'log', 'bad', 'log', 'good', 'log', 'worst', 'best', 'bad', 'good', 'bad', 'log']","When looking at the complexity of doing a bubble sort, what is the best and worst case
"
1816,1816,36.0,0.38109999895095825,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'unstable', 'insertion', 'sort', 'bubble', 'sort', 'merge', 'sort', 'selection', 'sort']","Which of the following sorts is unstable?
"
924,924,36.0,0.149399995803833,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'bad', 'average', 'amortise', 'runtime', 'add', 'element', 'arraylist']","What is the best, worst, and average/amortised runtime of adding an element to an arraylist?
"
290,290,36.0,0.27810001373291016,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'average', 'time', 'complexity', 'nlogn']","Which of the following sorting algorithms does not have an average time complexity of nlogn?
"
